,ID,Recency,Frequency,Purchase,Enrollment,Income,Cluster
551,5371,0,20.666666666666668,91,124,21474.0,Small Stars
552,9240,73,9.8125,526,157,60504.0,Small Need Attention
553,9460,74,85.28571428571429,162,597,22419.0,Sleeping
554,9504,4,22.625,1008,543,81698.0,Big Stars
555,8692,50,72.7,240,727,43462.0,Sleeping
556,448,57,36.94736842105263,795,702,54880.0,Big Need Attention
557,8314,30,32.27777777777778,1772,581,79908.0,Big Stars
558,8420,27,106.33333333333333,64,638,15315.0,Small Potential
559,3174,61,29.63157894736842,1957,563,87771.0,Big Need Attention
560,7685,4,75.5,78,453,33039.0,Small Potential
561,3179,75,28.31578947368421,1572,538,81741.0,Big Need Attention
562,9780,12,22.041666666666668,795,529,71499.0,Small Stars
563,10681,13,15.476190476190476,889,325,62466.0,Big Stars
564,10232,9,47.833333333333336,331,574,48799.0,Small Stars
565,4184,48,15.3,265,153,52157.0,Small Need Attention
566,9120,80,62.53333333333333,1065,938,66565.0,Big Need Attention
570,6818,26,66.0909090909091,369,727,44989.0,Small Potential
571,3526,58,78.25,38,313,38443.0,Sleeping
572,8181,42,56.125,177,449,38593.0,Small Potential
573,1029,27,63.36363636363637,279,697,64413.0,Small Potential
575,2574,27,37.44444444444444,1230,674,61996.0,Big Stars
576,8159,10,42.0,182,336,51287.0,Small Stars
577,1160,48,78.33333333333333,49,470,13260.0,Small Potential
578,10242,39,74.33333333333333,75,446,47472.0,Small Potential
579,5253,85,45.5,227,455,54603.0,Small Need Attention
580,5966,64,78.6,215,786,45207.0,Sleeping
581,5314,69,48.30769230769231,444,628,40689.0,Small Need Attention
582,5081,54,103.0,47,412,47821.0,Sleeping
583,5123,57,100.0,143,600,27450.0,Sleeping
584,5756,64,55.4,55,277,39453.0,Sleeping
585,8036,10,33.142857142857146,63,232,26850.0,Small Stars
586,9058,65,38.285714285714285,1867,804,79800.0,Big Need Attention
587,5057,74,24.88888888888889,611,448,61794.0,Small Need Attention
588,254,4,13.533333333333333,473,203,53863.0,Small Stars
589,4179,94,94.6,55,473,24221.0,Sleeping
591,7627,25,34.476190476190474,2086,724,92163.0,Big Stars
592,4501,94,22.157894736842106,1478,421,69882.0,Big Need Attention
593,6424,9,77.5,49,310,33178.0,Small Potential
594,3075,47,28.0,382,392,59973.0,Small Stars
595,4992,12,73.83333333333333,69,443,17459.0,Small Potential
597,7444,20,103.25,30,413,42169.0,Small Potential
598,6919,39,101.5,63,609,26224.0,Small Potential
599,3537,57,120.14285714285714,79,841,31089.0,Sleeping
601,2453,83,41.35,819,827,62807.0,Big Need Attention
602,7972,79,27.8125,1151,445,72906.0,Big Need Attention
603,895,69,47.94117647058823,594,815,61467.0,Small Need Attention
604,1177,77,97.0,129,679,49618.0,Sleeping
605,7141,15,88.375,213,707,21888.0,Small Potential
606,7232,99,6.8,67,34,42429.0,Small Need Attention
607,8477,61,99.5,28,398,26150.0,Sleeping
609,988,84,9.058823529411764,1193,154,81168.0,Big Need Attention
610,7930,74,47.4,268,474,26877.0,Small Need Attention
611,4587,90,46.0,266,506,45006.0,Small Need Attention
613,6222,28,80.8,37,404,22574.0,Small Potential
614,10299,73,37.09090909090909,882,816,48240.0,Big Need Attention
615,3083,88,38.30769230769231,373,498,45837.0,Small Need Attention
619,10862,6,70.08333333333333,326,841,30522.0,Small Potential
620,2782,23,28.142857142857142,404,394,54456.0,Small Stars
621,6941,92,102.0,95,510,31632.0,Sleeping
622,10972,52,4.923076923076923,939,64,72298.0,Big Need Attention
623,10708,50,85.75,33,343,36975.0,Sleeping
624,6583,54,32.0,981,640,72635.0,Big Need Attention
626,10156,56,33.68421052631579,1237,640,84196.0,Big Need Attention
627,4299,28,29.85185185185185,1825,806,70971.0,Big Stars
629,5063,76,79.77777777777777,191,718,28769.0,Sleeping
630,10727,43,16.608695652173914,1586,382,69084.0,Big Stars
631,9624,46,13.538461538461538,963,176,65488.0,Big Stars
632,5156,13,15.476190476190476,889,325,62466.0,Big Stars
633,4376,27,49.0,93,294,32218.0,Small Potential
634,8923,12,29.85,1587,597,83917.0,Big Stars
635,8461,3,21.333333333333332,16,64,46102.0,Small Stars
636,6945,72,19.64516129032258,1375,609,84574.0,Big Need Attention
637,944,6,37.84615384615385,393,492,56181.0,Small Stars
638,1907,53,38.04761904761905,1477,799,63120.0,Big Need Attention
639,701,58,33.9375,1179,543,73691.0,Big Need Attention
640,3856,78,42.72727272727273,1005,940,63381.0,Big Need Attention
641,4149,57,10.35,1348,207,76140.0,Big Need Attention
642,2131,37,37.1578947368421,1307,706,62859.0,Big Stars
643,2942,20,39.92307692307692,486,519,45906.0,Small Stars
644,1173,73,35.75,2252,429,77632.0,Big Need Attention
645,4381,56,47.5,235,475,46463.0,Sleeping
646,4611,36,22.8,1724,684,105471.0,Big Stars
647,3376,9,35.8,235,358,55282.0,Small Stars
648,4679,42,7.88,1092,197,78710.0,Big Stars
649,10928,28,29.733333333333334,599,446,66886.0,Small Stars
650,4248,23,15.368421052631579,2008,292,98777.0,Big Stars
652,6661,63,26.962962962962962,1174,728,67445.0,Big Need Attention
653,4725,71,39.5,67,237,50616.0,Small Need Attention
654,3277,9,77.15384615384616,365,1003,49431.0,Small Potential
656,2564,87,31.125,165,249,61278.0,Small Need Attention
657,946,92,89.44444444444444,210,805,26490.0,Sleeping
658,3867,36,18.48,1095,462,73059.0,Big Stars
659,6940,86,51.375,223,411,46734.0,Small Need Attention
660,55,83,48.72222222222222,597,877,56253.0,Small Need Attention
662,5084,87,15.043478260869565,1064,346,58330.0,Big Need Attention
667,1987,34,87.4,59,437,21063.0,Small Potential
668,11007,43,114.25,34,457,29187.0,Small Potential
669,7426,76,57.0,198,513,54690.0,Sleeping
670,9153,81,19.8,1048,495,59304.0,Big Need Attention
671,10379,87,30.125,574,482,59247.0,Small Need Attention
672,9204,33,55.92307692307692,1029,727,66731.0,Big Stars
673,3197,38,19.72222222222222,670,355,77353.0,Small Stars
674,2920,63,75.64285714285714,990,1059,52614.0,Sleeping
675,6961,26,66.0,11,198,26751.0,Small Potential
676,4673,17,42.611111111111114,1241,767,81300.0,Big Stars
677,9937,75,19.25,576,308,70337.0,Small Need Attention
678,8779,13,67.25,172,538,36145.0,Small Potential
679,9596,19,18.31578947368421,664,348,65295.0,Small Stars
680,2891,51,19.714285714285715,928,414,68118.0,Big Need Attention
681,4910,81,28.551724137931036,2074,828,68743.0,Big Need Attention
682,75,32,35.642857142857146,467,499,41039.0,Small Stars
683,10120,84,40.8,257,408,38946.0,Small Need Attention
684,6327,87,22.0,1146,352,65777.0,Big Need Attention
685,10142,99,28.944444444444443,689,521,66476.0,Small Need Attention
686,9826,96,34.61904761904762,2114,727,86857.0,Big Need Attention
687,1501,21,33.51724137931034,1717,972,160803.0,Big Stars
688,10767,40,10.2,1346,204,77845.0,Big Stars
689,7279,3,30.857142857142858,1044,432,69476.0,Big Stars
690,7230,98,60.625,493,970,50611.0,Sleeping
691,143,73,39.0,957,468,61209.0,Big Need Attention
692,450,90,40.44444444444444,270,364,42315.0,Small Need Attention
694,6379,3,92.66666666666667,121,556,47570.0,Small Potential
695,9239,94,71.14285714285714,126,498,61923.0,Sleeping
696,8315,65,85.0,23,255,34824.0,Sleeping
697,2868,33,97.8,57,489,26518.0,Small Potential
698,10888,46,35.27777777777778,636,635,45938.0,Small Stars
699,1277,29,3.4444444444444446,1004,93,78468.0,Big Stars
700,9977,99,26.176470588235293,734,445,78901.0,Small Need Attention
701,10196,26,0.16666666666666666,614,3,71427.0,Small Stars
702,6384,30,1.8888888888888888,1453,34,71022.0,Big Stars
703,8029,27,15.785714285714286,1621,221,90247.0,Big Stars
704,968,24,38.333333333333336,187,345,41335.0,Small Stars
705,6988,93,21.55,1443,431,71952.0,Big Need Attention
706,4472,34,32.4,57,162,35682.0,Small Stars
707,6991,88,23.77777777777778,637,428,43185.0,Small Need Attention
708,3336,96,34.54545454545455,948,380,66375.0,Big Need Attention
709,4301,10,107.75,59,431,35178.0,Small Potential
710,1940,26,121.33333333333333,18,364,25252.0,Small Potential
711,1272,49,35.27272727272727,903,776,55250.0,Big Stars
712,1388,11,109.0,112,654,33249.0,Small Potential
713,1044,44,33.588235294117645,596,571,58398.0,Small Stars
714,6969,75,51.6,233,516,50272.0,Small Need Attention
715,10479,64,87.7,1511,877,76618.0,Big Need Attention
716,3619,19,50.25,1152,804,87305.0,Big Stars
717,1715,45,79.8,48,399,25851.0,Small Potential
718,10159,77,24.6,1185,615,58710.0,Big Need Attention
719,1463,9,84.0,21,252,45160.0,Small Potential
720,5114,1,51.214285714285715,965,717,74806.0,Big Stars
721,4990,90,33.45,869,669,59111.0,Big Need Attention
722,4329,43,49.25,16,197,18988.0,Small Potential
723,10936,79,44.06666666666667,1947,661,72190.0,Big Need Attention
725,7212,99,24.4,65,122,44794.0,Small Need Attention
726,6086,62,16.434782608695652,1380,378,80395.0,Big Need Attention
727,437,41,14.318181818181818,1027,315,75012.0,Big Stars
728,11171,60,27.928571428571427,411,391,56962.0,Small Need Attention
729,11101,17,24.0,836,600,89891.0,Small Stars
731,610,60,58.733333333333334,480,881,53593.0,Sleeping
732,9384,57,22.8125,606,365,66373.0,Small Need Attention
733,5956,74,37.81818181818182,284,416,45072.0,Small Need Attention
734,10430,22,41.09090909090909,1472,452,89694.0,Big Stars
735,7875,46,8.84,1677,221,72025.0,Big Stars
736,7072,69,36.294117647058826,1335,617,67432.0,Big Need Attention
737,6255,29,22.916666666666668,334,275,70545.0,Small Stars
739,5564,26,45.5,1338,819,62882.0,Big Stars
740,5682,8,23.96153846153846,1099,623,64108.0,Big Stars
741,7458,26,91.83333333333333,97,551,34941.0,Small Potential
742,5237,79,56.5,63,339,48767.0,Sleeping
743,7761,71,99.57142857142857,109,697,38702.0,Sleeping
744,5278,83,15.75,902,315,82224.0,Big Need Attention
745,3560,57,19.263157894736842,1574,366,83844.0,Big Need Attention
746,7235,37,75.0,38,450,17003.0,Small Potential
747,10548,30,4.086956521739131,960,94,71163.0,Big Stars
749,4073,0,11.518518518518519,1215,311,63564.0,Big Stars
750,6974,89,16.19047619047619,1497,340,83443.0,Big Need Attention
751,7938,92,42.4,449,636,51518.0,Small Need Attention
752,7094,87,15.043478260869565,1064,346,58330.0,Big Need Attention
753,3667,20,26.916666666666668,1757,646,80952.0,Big Stars
754,7723,56,15.2,1440,304,75507.0,Big Need Attention
755,3870,28,20.0,1006,460,63855.0,Big Stars
756,4012,55,42.111111111111114,1226,758,62220.0,Big Need Attention
757,5909,25,29.533333333333335,1171,443,58512.0,Big Stars
758,10470,0,105.16666666666667,92,631,40662.0,Small Potential
759,6488,86,26.428571428571427,99,185,38829.0,Small Need Attention
760,10270,8,106.0,66,636,35523.0,Small Potential
761,6887,33,13.294117647058824,564,226,79146.0,Small Stars
762,6406,13,20.2,1427,404,78285.0,Big Stars
763,7573,12,85.4,86,427,31626.0,Small Potential
764,4508,92,11.0,833,198,75127.0,Big Need Attention
765,221,90,65.33333333333333,242,588,48726.0,Sleeping
766,5331,8,47.3125,1869,757,74985.0,Big Stars
767,1911,6,33.607142857142854,1364,941,67430.0,Big Stars
768,20,91,99.42857142857143,183,696,46891.0,Sleeping
769,8786,52,39.92857142857143,450,559,62058.0,Small Need Attention
770,10582,3,33.63157894736842,758,639,72063.0,Small Stars
771,1915,57,18.894736842105264,1507,359,78939.0,Big Need Attention
772,8897,9,34.76470588235294,654,591,42720.0,Small Stars
773,2371,22,100.33333333333333,81,602,33622.0,Small Potential
776,1072,64,77.16666666666667,93,463,40760.0,Sleeping
777,4964,90,18.470588235294116,1158,314,74250.0,Big Need Attention
778,2461,79,88.25,43,353,51124.0,Sleeping
779,10736,28,18.1,1525,362,72258.0,Big Stars
780,3194,86,12.0,1230,216,71466.0,Big Need Attention
781,10839,42,59.0,29,236,36283.0,Small Potential
782,49,39,7.75,25,31,20587.0,Small Stars
783,4290,8,87.33333333333333,24,262,30467.0,Small Potential
786,1135,96,42.0,47,294,17144.0,Small Need Attention
787,6299,28,37.388888888888886,813,673,42564.0,Big Stars
788,10846,22,11.9375,629,191,43783.0,Small Stars
789,347,30,65.3076923076923,377,849,40780.0,Small Potential
790,6543,45,53.07692307692308,1612,690,62847.0,Big Stars
791,10446,58,54.875,729,878,82017.0,Sleeping
792,3479,49,101.0,50,505,16813.0,Sleeping
793,11075,37,36.63636363636363,270,403,51267.0,Small Stars
794,4442,70,83.0,177,581,46524.0,Sleeping
795,199,33,57.083333333333336,315,685,45183.0,Small Potential
796,6722,98,8.05,767,161,70421.0,Small Need Attention
797,796,17,33.65217391304348,1071,774,60161.0,Big Stars
798,3749,54,29.17391304347826,1580,671,73926.0,Big Need Attention
799,8523,39,51.0,60,357,19329.0,Small Potential
800,310,81,21.058823529411764,573,358,61872.0,Small Need Attention
802,236,62,98.0,170,686,34838.0,Sleeping
803,9930,8,21.25925925925926,1167,574,82716.0,Big Stars
804,3483,76,25.0,1526,550,48192.0,Big Need Attention
805,4599,66,40.266666666666666,458,604,49681.0,Small Need Attention
806,7326,83,51.6,63,258,56850.0,Small Need Attention
807,7352,28,31.615384615384617,405,411,55267.0,Small Stars
808,2350,87,48.0,1027,624,59666.0,Big Need Attention
809,9145,43,27.5,1478,550,72504.0,Big Stars
810,2964,0,104.0,72,416,26872.0,Small Potential
811,5585,1,119.0,48,595,21359.0,Small Potential
812,9687,1,12.6,726,189,73170.0,Small Stars
813,3732,72,29.19047619047619,860,613,52750.0,Big Need Attention
814,6303,72,17.181818181818183,1497,378,91820.0,Big Need Attention
815,11176,12,0.0625,495,1,65968.0,Small Stars
816,2986,89,1.0,20,3,30772.0,Small Need Attention
817,7462,67,46.375,570,742,22507.0,Small Need Attention
818,3900,54,12.6,769,252,65685.0,Big Need Attention
820,9493,15,34.11764705882353,1808,580,76412.0,Big Stars
821,1143,43,97.0,55,485,22063.0,Small Potential
822,1,0,10.235294117647058,577,174,57091.0,Small Stars
823,3855,74,85.28571428571429,162,597,22419.0,Sleeping
824,5536,61,29.63157894736842,1957,563,87771.0,Big Need Attention
825,5989,51,26.043478260869566,1576,599,78353.0,Big Need Attention
826,9499,97,37.07142857142857,1616,519,93404.0,Big Need Attention
827,6768,75,92.5,36,370,37859.0,Sleeping
828,2150,83,18.857142857142858,1482,396,80995.0,Big Need Attention
829,6646,23,84.25,22,337,16529.0,Small Potential
830,4887,65,75.8,63,379,55412.0,Sleeping
831,8560,94,46.35294117647059,680,788,48789.0,Small Need Attention
832,3321,42,34.11764705882353,542,580,56575.0,Small Stars
835,9904,50,26.82608695652174,1043,617,71391.0,Big Need Attention
836,6141,46,49.166666666666664,385,590,49494.0,Small Potential
837,5687,98,30.923076923076923,1633,804,81702.0,Big Need Attention
839,5121,30,14.444444444444445,761,260,56628.0,Small Stars
840,4186,11,96.16666666666667,76,577,34026.0,Small Potential
841,368,61,67.0,290,737,40049.0,Sleeping
842,3312,12,0.14285714285714285,89,1,34176.0,Small Stars
843,11121,76,112.28571428571429,70,786,19419.0,Sleeping
844,5332,2,31.0625,1066,497,82504.0,Big Stars
845,5848,43,18.166666666666668,2009,327,81205.0,Big Stars
846,10343,27,46.94117647058823,1345,798,61618.0,Big Stars
847,5935,60,35.6,764,712,55284.0,Big Need Attention
848,2895,79,45.44444444444444,195,409,49980.0,Small Need Attention
849,10262,96,61.0,53,427,15072.0,Sleeping
850,7848,17,49.18181818181818,368,541,49166.0,Small Stars
851,9477,0,2.0588235294117645,544,35,65324.0,Small Stars
852,4856,38,37.833333333333336,1853,908,82347.0,Big Stars
853,7186,43,48.5,35,194,30843.0,Small Potential
854,5794,1,17.6,446,264,46374.0,Small Stars
855,1456,25,29.208333333333332,1180,701,60474.0,Big Stars
856,4877,2,61.75,41,247,38576.0,Small Potential
857,425,66,34.473684210526315,727,655,55357.0,Big Need Attention
859,1031,5,23.2,1062,580,85710.0,Big Stars
860,4297,71,62.8,40,314,23228.0,Sleeping
861,807,35,26.727272727272727,292,294,44602.0,Small Stars
863,4271,80,88.18181818181819,341,970,38683.0,Sleeping
864,4120,61,32.18181818181818,369,354,49514.0,Small Need Attention
865,2036,29,28.214285714285715,401,395,57906.0,Small Stars
866,115,0,44.285714285714285,393,620,43456.0,Small Stars
868,8687,54,42.23076923076923,486,549,53172.0,Small Need Attention
870,10140,27,27.125,1727,434,70123.0,Big Stars
871,9353,61,13.428571428571429,995,188,62450.0,Big Need Attention
872,3623,55,4.285714285714286,45,30,21675.0,Small Need Attention
873,738,35,30.75,182,246,42395.0,Small Stars
874,7631,34,24.727272727272727,989,544,61346.0,Big Stars
875,4789,95,26.176470588235293,1677,445,80812.0,Big Need Attention
876,773,64,32.75,595,524,42835.0,Small Need Attention
877,10602,30,94.28571428571429,156,660,39922.0,Small Potential
878,1446,12,8.0,1226,216,86424.0,Big Stars
879,3270,96,98.28571428571429,128,688,17117.0,Sleeping
880,8443,16,10.833333333333334,86,65,24762.0,Small Stars
883,8017,83,34.0,55,170,51111.0,Small Need Attention
884,5830,96,34.61904761904762,2114,727,86857.0,Big Need Attention
885,4597,67,37.05555555555556,2018,667,82072.0,Big Need Attention
886,7023,87,67.27272727272727,263,740,46231.0,Sleeping
887,8086,34,77.8,55,389,42243.0,Small Potential
888,8825,46,43.8125,564,701,51195.0,Small Stars
889,2930,7,19.72222222222222,1281,355,68092.0,Big Stars
890,1928,73,92.0,83,460,31814.0,Sleeping
891,7108,54,70.75,353,849,51390.0,Sleeping
892,10925,93,13.583333333333334,1003,326,76630.0,Big Need Attention
893,9960,52,73.33333333333333,14,220,26868.0,Sleeping
894,8800,53,31.954545454545453,902,703,48948.0,Big Need Attention
895,9224,81,31.47826086956522,1139,724,55260.0,Big Need Attention
896,5519,8,27.157894736842106,797,516,64090.0,Small Stars
897,5046,97,13.782608695652174,1638,317,78331.0,Big Need Attention
898,7037,50,28.071428571428573,401,393,37087.0,Small Need Attention
899,905,38,58.57142857142857,84,410,21846.0,Small Potential
900,8624,61,32.470588235294116,928,552,81320.0,Big Need Attention
901,8945,46,53.0,203,477,54137.0,Small Potential
902,6445,73,34.0,858,510,66825.0,Big Need Attention
903,2727,19,50.25,409,603,57100.0,Small Stars
904,6404,10,56.54545454545455,282,622,58917.0,Small Potential
905,11074,94,5.470588235294118,1423,93,85072.0,Big Need Attention
906,10150,10,21.11111111111111,1449,380,86429.0,Big Stars
908,6534,94,49.8,67,249,47889.0,Small Need Attention
909,9485,23,7.111111111111111,199,64,45921.0,Small Stars
910,7053,75,25.0,1453,525,78420.0,Big Need Attention
911,4654,40,28.5,1253,513,75114.0,Big Stars
912,9760,24,27.2,1198,680,52278.0,Big Stars
913,1048,11,63.75,178,510,35641.0,Small Potential
914,10619,29,58.76470588235294,1990,999,95529.0,Big Stars
915,9308,51,30.46153846153846,976,396,62820.0,Big Need Attention
916,10505,86,24.642857142857142,1001,345,73113.0,Big Need Attention
917,8362,9,27.157894736842106,1919,516,84169.0,Big Stars
918,2625,30,32.0,350,384,42607.0,Small Stars
919,4637,73,23.625,1650,567,74637.0,Big Need Attention
920,9972,25,59.25,46,237,46015.0,Small Potential
921,4483,67,33.22222222222222,1228,598,72354.0,Big Need Attention
922,4487,67,113.5,95,681,39858.0,Sleeping
923,4988,58,40.833333333333336,62,245,34469.0,Small Need Attention
924,8931,82,8.08,1761,202,83033.0,Big Need Attention
925,5871,98,63.61538461538461,467,827,24401.0,Sleeping
926,2008,93,3.611111111111111,1149,65,77583.0,Big Need Attention
927,3139,53,18.944444444444443,2052,341,74116.0,Big Need Attention
928,10037,66,16.333333333333332,1127,245,74293.0,Big Need Attention
929,10673,6,19.2,1416,384,68397.0,Big Stars
930,5303,42,6.526315789473684,1113,124,79632.0,Big Stars
931,538,78,10.833333333333334,125,65,46107.0,Small Need Attention
932,7922,29,31.652173913043477,966,728,64950.0,Big Stars
934,4843,92,11.0,833,198,75127.0,Big Need Attention
935,6383,78,32.5,46,195,32892.0,Small Need Attention
936,1628,54,25.5,960,408,71796.0,Big Need Attention
937,1204,45,20.85185185185185,1829,563,67536.0,Big Stars
938,3673,59,22.17391304347826,779,510,55239.0,Big Need Attention
939,760,8,21.61904761904762,811,454,60554.0,Small Stars
940,8957,51,30.428571428571427,1120,426,64831.0,Big Need Attention
941,4128,51,28.0,725,504,56067.0,Big Need Attention
942,6810,76,50.63636363636363,1187,557,82025.0,Big Need Attention
943,5386,62,34.0,2302,612,94384.0,Big Need Attention
944,8700,86,119.0,66,714,14906.0,Sleeping
945,3202,60,58.94444444444444,1250,1061,51563.0,Big Need Attention
946,1328,56,17.235294117647058,683,293,57937.0,Small Need Attention
947,8405,83,39.27272727272727,305,432,68274.0,Small Need Attention
948,6515,92,108.4,50,542,39771.0,Sleeping
949,2882,31,75.78571428571429,995,1061,67893.0,Small Potential
950,7574,80,12.4,41,62,27922.0,Small Need Attention
951,6387,39,20.5,77,123,52190.0,Small Stars
952,5320,20,84.5,171,676,44051.0,Small Potential
953,5048,53,66.0,131,396,42767.0,Sleeping
954,8146,84,7.75,54,31,46106.0,Small Need Attention
955,10031,50,61.42857142857143,53,430,16927.0,Small Potential
956,5748,96,81.46153846153847,475,1059,59754.0,Sleeping
957,2134,94,46.72222222222222,694,841,53700.0,Small Need Attention
958,1523,25,25.666666666666668,96,154,59041.0,Small Stars
959,9665,48,49.0,361,588,54237.0,Small Potential
960,4640,65,33.583333333333336,1079,806,70647.0,Big Need Attention
961,3635,69,9.058823529411764,578,154,52597.0,Small Need Attention
963,2456,84,52.25,149,418,40233.0,Small Need Attention
964,5633,47,16.4,231,164,50183.0,Small Stars
965,7801,87,20.11111111111111,728,362,54753.0,Small Need Attention
966,10489,35,21.545454545454547,1778,474,92955.0,Big Stars
967,7011,47,103.71428571428571,93,726,33471.0,Small Potential
969,3933,46,43.55555555555556,662,784,44010.0,Small Stars
970,10981,27,18.058823529411764,1198,307,84219.0,Big Stars
971,1734,37,98.28571428571429,81,688,40706.0,Small Potential
972,10995,8,103.57142857142857,92,725,15716.0,Small Potential
973,6357,29,25.6,491,384,59052.0,Small Stars
974,9209,85,34.04347826086956,1564,783,80573.0,Big Need Attention
975,10286,2,12.130434782608695,926,279,83715.0,Big Stars
976,2611,66,59.05555555555556,1910,1063,82576.0,Big Need Attention
977,1600,60,27.928571428571427,411,391,56962.0,Small Need Attention
978,3308,54,46.666666666666664,94,280,35704.0,Small Need Attention
979,5407,70,15.73913043478261,1085,362,53103.0,Big Need Attention
980,2166,55,121.33333333333333,23,364,46779.0,Sleeping
982,6634,78,103.2,54,516,33462.0,Sleeping
983,3056,63,16.076923076923077,1150,418,63693.0,Big Need Attention
984,5718,17,21.727272727272727,1415,478,80763.0,Big Stars
985,6872,43,33.714285714285715,405,472,65352.0,Small Stars
986,8164,13,20.88888888888889,1908,376,82170.0,Big Stars
987,4580,46,16.28,2486,407,75759.0,Big Stars
988,9305,65,14.076923076923077,1315,366,79689.0,Big Need Attention
989,453,1,32.0,45,160,35340.0,Small Stars
990,8545,6,16.25,1789,260,85683.0,Big Stars
992,7378,34,48.64705882352941,573,827,42021.0,Small Stars
993,7646,70,14.55,805,291,64449.0,Big Need Attention
994,1640,49,27.833333333333332,108,167,64587.0,Small Need Attention
995,5184,65,85.0,23,255,34824.0,Sleeping
996,8492,25,20.5,1493,451,75437.0,Big Stars
997,11188,84,47.333333333333336,89,284,26091.0,Small Need Attention
998,1212,7,21.818181818181817,936,480,52845.0,Big Stars
999,9097,34,52.916666666666664,343,635,46086.0,Small Potential
1000,10473,38,41.473684210526315,528,788,78028.0,Small Stars
1001,7962,1,41.09090909090909,1901,452,95169.0,Big Stars
1002,9984,25,36.411764705882355,724,619,56337.0,Small Stars
1004,6374,50,51.63636363636363,297,568,36930.0,Small Potential
1005,7453,46,44.8,488,672,36130.0,Small Stars
1006,8952,96,44.714285714285715,859,939,65569.0,Big Need Attention
1007,241,57,19.263157894736842,1574,366,83844.0,Big Need Attention
1008,8975,47,52.333333333333336,69,314,19514.0,Small Potential
1010,5236,30,41.65,2194,833,77568.0,Big Stars
1011,5723,63,5.0,116,35,49187.0,Small Need Attention
1012,1710,51,47.36363636363637,279,521,30168.0,Sleeping
1014,5313,20,38.666666666666664,44,232,38196.0,Small Stars
1015,10634,56,16.5,406,231,59412.0,Small Need Attention
1016,7010,41,8.157894736842104,1363,155,70924.0,Big Stars
1017,8562,72,55.7,236,557,54165.0,Sleeping
1019,4436,27,93.42857142857143,137,654,20180.0,Small Potential
1020,5287,77,24.285714285714285,79,170,34961.0,Small Need Attention
1021,2445,87,103.4,63,517,28440.0,Sleeping
1022,6059,81,34.0,1314,612,64504.0,Big Need Attention
1023,4550,51,33.0,71,165,33564.0,Small Need Attention
1025,8911,11,27.166666666666668,702,489,56320.0,Small Stars
1026,3706,54,78.66666666666667,94,472,28647.0,Sleeping
1029,8985,54,35.888888888888886,1211,969,68316.0,Big Need Attention
1030,5204,21,25.0,1461,525,74538.0,Big Stars
1031,9220,58,36.21052631578947,1968,688,91700.0,Big Need Attention
1032,9888,3,10.933333333333334,1091,164,68695.0,Big Stars
1034,1020,70,0.05555555555555555,1366,1,79593.0,Big Need Attention
1035,9503,65,75.36363636363636,313,829,28071.0,Sleeping
1036,10613,44,40.42857142857143,62,283,37334.0,Small Stars
1037,67,6,74.0,92,444,46423.0,Small Potential
1038,6019,9,50.2,72,251,37126.0,Small Stars
1039,5863,95,32.705882352941174,655,556,47703.0,Small Need Attention
1040,3717,70,14.1875,704,227,61180.0,Small Need Attention
1043,4998,85,15.153846153846153,1033,197,76081.0,Big Need Attention
1044,6287,2,123.5,36,494,34728.0,Small Potential
1045,5985,0,112.0,122,784,33168.0,Small Potential
1046,4754,91,72.83333333333333,122,437,33585.0,Sleeping
1047,4002,3,16.115384615384617,1123,419,77037.0,Big Stars
1048,8870,68,62.75,497,753,35196.0,Sleeping
1049,966,98,30.42105263157895,691,578,44529.0,Small Need Attention
1050,4767,41,8.157894736842104,1363,155,70924.0,Big Stars
1051,9725,16,71.33333333333333,12,214,28764.0,Small Potential
1052,4475,82,27.416666666666668,2440,658,69098.0,Big Need Attention
1055,7290,68,47.0,968,940,70596.0,Big Need Attention
1056,3846,98,75.36363636363636,270,829,42557.0,Sleeping
1057,8104,32,41.27272727272727,278,454,53312.0,Small Stars
1058,4507,87,35.19047619047619,1250,739,72228.0,Big Need Attention
1059,11013,84,38.4375,938,615,67605.0,Big Need Attention
1060,4491,3,62.411764705882355,1178,1061,62845.0,Big Stars
1061,3759,34,20.791666666666668,1155,499,65196.0,Big Stars
1062,1162,23,23.944444444444443,653,431,42000.0,Small Stars
1063,2055,37,50.25,49,201,35860.0,Small Potential
1064,10766,22,2.0,506,32,65526.0,Small Stars
1066,3005,7,15.227272727272727,1650,335,83528.0,Big Stars
1067,2223,52,40.12,1826,1003,64176.0,Big Need Attention
1069,2875,93,10.73913043478261,906,247,67023.0,Big Need Attention
1070,10536,78,32.5,46,195,32892.0,Small Need Attention
1071,11112,23,52.578947368421055,1477,999,70713.0,Big Stars
1072,3807,83,36.8,766,736,59925.0,Small Need Attention
1073,9197,92,57.0,47,285,39722.0,Sleeping
1074,10832,4,38.92307692307692,467,506,46610.0,Small Stars
1075,6421,32,31.95,2116,639,88347.0,Big Stars
1076,4207,27,29.166666666666668,1298,700,87171.0,Big Stars
1077,577,10,118.25,22,473,26907.0,Small Potential
1078,10855,9,24.46153846153846,396,318,50014.0,Small Stars
1080,3535,68,22.0,967,264,66294.0,Big Need Attention
1081,247,16,57.61538461538461,357,749,36715.0,Small Potential
1082,8707,12,55.733333333333334,1401,836,79456.0,Big Stars
1084,6072,16,35.36842105263158,2087,672,75345.0,Big Stars
1085,6295,46,27.863636363636363,981,613,54233.0,Big Stars
